logTimestamp,faction,planet,regionName,reason,pointValue,multiplier,source
"Mar 27, 2026 @ 06:42:13.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 06:42:34.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 06:42:46.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 06:43:10.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 06:43:44.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 06:43:47.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 06:43:51.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 06:43:53.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 06:44:06.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 06:44:12.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 06:50:16.000",Rebel,talus,gcw_region_talus_3,factional presence,18,1,147791703585
"Mar 27, 2026 @ 06:51:41.000",Imperial,talus,gcw_region_talus_3,factional presence,10,1,126202187514
"Mar 27, 2026 @ 06:52:22.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 06:52:43.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 06:52:55.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 06:53:19.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 06:53:53.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 06:53:56.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 06:54:00.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 06:54:02.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 06:54:15.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 06:54:21.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 06:55:20.000",Rebel,talus,gcw_region_talus_3,factional presence,18,1,147791703585
"Mar 27, 2026 @ 06:57:44.000",Imperial,talus,gcw_region_talus_3,factional presence,10,1,186228442694
"Mar 27, 2026 @ 07:00:06.000",Imperial,naboo,gcw_region_naboo_14,factional presence,3,0.2625,186044822963
"Mar 27, 2026 @ 07:00:25.000",Rebel,talus,gcw_region_talus_3,factional presence,18,1,147791703585
"Mar 27, 2026 @ 07:01:07.000",Imperial,lok,gcw_region_lok_14,factional presence,5,0.2625,186044822963
"Mar 27, 2026 @ 07:02:31.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 07:02:48.000",Imperial,talus,gcw_region_talus_3,factional presence,10,1,126202187514
"Mar 27, 2026 @ 07:02:52.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 07:03:04.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 07:03:28.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 07:04:02.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 07:04:05.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 07:04:09.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 07:04:11.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 07:04:24.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 07:04:30.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 07:05:27.000",Rebel,talus,gcw_region_talus_3,factional presence,18,1,147791703585
"Mar 27, 2026 @ 07:05:36.000",Rebel,talus,gcw_region_talus_3,winning a Flashpoint,1840,1,-351843721363021000
"Mar 27, 2026 @ 07:05:36.000",Rebel,talus,gcw_region_talus_3,participating in a Flashpoint,2250,1.5,-351843721363021000
"Mar 27, 2026 @ 07:06:09.000",Imperial,lok,gcw_region_lok_14,factional presence,5,0.2625,186044822963
"Mar 27, 2026 @ 07:09:23.000",Rebel,corellia,gcw_region_corellia_11,factional presence,14,1,174849508683
"Mar 27, 2026 @ 07:11:09.000",Imperial,lok,gcw_region_lok_14,factional presence,5,0.2625,186044822963
"Mar 27, 2026 @ 07:12:40.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 07:13:01.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 07:13:13.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 07:13:37.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 07:14:11.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 07:14:14.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 07:14:18.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 07:14:20.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 07:14:33.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 07:14:39.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 07:16:09.000",Imperial,lok,gcw_region_lok_14,factional presence,5,0.2625,186044822963
"Mar 27, 2026 @ 07:21:09.000",Imperial,lok,gcw_region_lok_14,factional presence,5,0.2625,186044822963
"Mar 27, 2026 @ 07:22:49.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 07:23:10.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 07:23:18.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,41,1,65881628297
"Mar 27, 2026 @ 07:23:22.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 07:23:46.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 07:24:20.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 07:24:23.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 07:24:27.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 07:24:29.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 07:24:42.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 07:24:48.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 07:26:12.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,67112087126
"Mar 27, 2026 @ 07:26:13.000",Imperial,lok,gcw_region_lok_14,factional presence,5,0.2625,186044822963
"Mar 27, 2026 @ 07:26:34.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,67112087126
"Mar 27, 2026 @ 07:27:16.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,67315995425
"Mar 27, 2026 @ 07:32:58.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 07:33:19.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 07:33:31.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 07:33:55.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 07:34:29.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 07:34:32.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 07:34:36.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 07:34:38.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 07:34:51.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 07:34:57.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 07:36:35.000",Rebel,corellia,gcw_region_corellia_12,factional presence,14,1,174849508683
"Mar 27, 2026 @ 07:39:37.000",Rebel,corellia,gcw_region_corellia_2,factional presence,14,1,174849508683
"Mar 27, 2026 @ 07:43:07.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 07:43:28.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 07:43:40.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 07:44:04.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 07:44:38.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 07:44:41.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 07:44:45.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 07:44:47.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 07:45:00.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 07:45:06.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 07:46:39.000",Rebel,talus,gcw_region_talus_5,factional presence,18,1,147791703585
"Mar 27, 2026 @ 07:51:40.000",Rebel,talus,gcw_region_talus_5,factional presence,18,1,147791703585
"Mar 27, 2026 @ 07:52:40.000",Rebel,corellia,gcw_region_corellia_2,factional presence,14,1,174849508683
"Mar 27, 2026 @ 07:52:44.000",Imperial,talus,gcw_region_talus_5,factional presence,10,1,126557433347
"Mar 27, 2026 @ 07:53:16.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 07:53:37.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 07:53:40.000",Rebel,corellia,gcw_region_corellia_12,factional presence,14,1,174849508683
"Mar 27, 2026 @ 07:53:49.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 07:54:13.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 07:54:47.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 07:54:50.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 07:54:54.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 07:54:56.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 07:55:09.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 07:55:15.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 07:56:43.000",Rebel,talus,gcw_region_talus_5,factional presence,18,1,147791703585
"Mar 27, 2026 @ 07:57:29.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,41,1,104487644666
"Mar 27, 2026 @ 07:57:48.000",Imperial,talus,gcw_region_talus_5,factional presence,10,1,126557433347
"Mar 27, 2026 @ 07:58:40.000",Rebel,corellia,gcw_region_corellia_12,factional presence,14,1,174849508683
"Mar 27, 2026 @ 08:00:26.000",Imperial,lok,gcw_region_lok_14,winning a PvP Space Battle,2000,1,191249760073
"Mar 27, 2026 @ 08:00:26.000",Imperial,lok,gcw_region_lok_14,participating in a PvP Space Battle,1500,1,191249760073
"Mar 27, 2026 @ 08:01:45.000",Rebel,talus,gcw_region_talus_5,factional presence,18,1,147791703585
"Mar 27, 2026 @ 08:02:50.000",Imperial,talus,gcw_region_talus_5,factional presence,10,1,126557433347
"Mar 27, 2026 @ 08:03:25.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 08:03:46.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 08:03:58.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 08:04:22.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 08:04:45.000",Rebel,corellia,gcw_region_corellia_12,factional presence,14,1,174849508683
"Mar 27, 2026 @ 08:04:56.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 08:04:59.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 08:05:03.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 08:05:05.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 08:05:18.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 08:05:24.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 08:05:40.000",Rebel,talus,gcw_region_talus_5,winning a Flashpoint,1840,1,-344525371968543944
"Mar 27, 2026 @ 08:05:40.000",Rebel,talus,gcw_region_talus_5,participating in a Flashpoint,2625,1.75,-344525371968543944
"Mar 27, 2026 @ 08:06:47.000",Rebel,talus,gcw_region_talus_5,factional presence,18,1,147791703585
"Mar 27, 2026 @ 08:09:50.000",Rebel,corellia,gcw_region_corellia_12,factional presence,14,1,174849508683
"Mar 27, 2026 @ 08:13:34.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 08:13:55.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 08:14:07.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 08:14:31.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 08:14:54.000",Rebel,corellia,gcw_region_corellia_12,factional presence,14,1,174849508683
"Mar 27, 2026 @ 08:15:01.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,41,1,104487644666
"Mar 27, 2026 @ 08:15:05.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 08:15:08.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 08:15:12.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 08:15:14.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 08:15:27.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 08:15:33.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 08:23:43.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 08:24:04.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 08:24:16.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 08:24:40.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 08:25:09.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,41,1,104487644666
"Mar 27, 2026 @ 08:25:14.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 08:25:17.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 08:25:21.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 08:25:23.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 08:25:36.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 08:25:42.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 08:30:58.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,126557433347
"Mar 27, 2026 @ 08:32:21.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,126557433347
"Mar 27, 2026 @ 08:32:50.000",Imperial,dantooine,gcw_region_dantooine_17,factional presence,15,1,108368252256
"Mar 27, 2026 @ 08:33:52.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 08:34:13.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 08:34:25.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 08:34:49.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 08:35:23.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 08:35:26.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 08:35:30.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 08:35:32.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 08:35:45.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 08:35:51.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 08:37:51.000",Imperial,dantooine,gcw_region_dantooine_17,factional presence,15,1,108368252256
"Mar 27, 2026 @ 08:37:53.000",Imperial,dantooine,gcw_region_dantooine_17,winning a PvP Space Battle,1500,1,191204762175
"Mar 27, 2026 @ 08:37:53.000",Imperial,dantooine,gcw_region_dantooine_17,participating in a PvP Space Battle,1500,1,191204762175
"Mar 27, 2026 @ 08:41:26.000",Rebel,rori,gcw_region_rori_3,factional presence,16,1,1055005516
"Mar 27, 2026 @ 08:44:01.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 08:44:22.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 08:44:34.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 08:44:58.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 08:45:32.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 08:45:35.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 08:45:39.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 08:45:41.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 08:45:54.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 08:46:00.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 08:47:13.000",Rebel,rori,gcw_region_rori_3,factional presence,16,1,52081067889
"Mar 27, 2026 @ 08:48:32.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,67112087126
"Mar 27, 2026 @ 08:49:28.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,67112087126
"Mar 27, 2026 @ 08:51:26.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,67315995425
"Mar 27, 2026 @ 08:52:17.000",Rebel,rori,gcw_region_rori_3,factional presence,16,1,52081067889
"Mar 27, 2026 @ 08:52:30.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,139601218162
"Mar 27, 2026 @ 08:54:10.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 08:54:31.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 08:54:43.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 08:55:07.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 08:55:41.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 08:55:44.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 08:55:48.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 08:55:50.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 08:56:03.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 08:56:09.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 08:57:19.000",Rebel,rori,gcw_region_rori_3,factional presence,16,1,52081067889
"Mar 27, 2026 @ 08:57:45.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,117247168730
"Mar 27, 2026 @ 09:02:21.000",Rebel,rori,gcw_region_rori_3,factional presence,16,1,52081067889
"Mar 27, 2026 @ 09:04:19.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 09:04:40.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 09:04:52.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 09:05:13.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,41,1,84609412296
"Mar 27, 2026 @ 09:05:16.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 09:05:45.000",Rebel,rori,gcw_region_rori_3,winning a Flashpoint,1640,1,-323414748288013745
"Mar 27, 2026 @ 09:05:45.000",Rebel,rori,gcw_region_rori_3,participating in a Flashpoint,2813,1.875,-323414748288013745
"Mar 27, 2026 @ 09:05:50.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 09:05:53.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 09:05:57.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 09:05:59.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 09:06:12.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 09:06:18.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 09:06:33.000",Rebel,rori,gcw_region_rori_2,factional presence,16,1,185315834321
"Mar 27, 2026 @ 09:14:28.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 09:14:49.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 09:15:01.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 09:15:25.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 09:15:59.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 09:16:02.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 09:16:06.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 09:16:08.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 09:16:21.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 09:16:27.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 09:24:37.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 09:24:58.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 09:25:10.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 09:25:34.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
"Mar 27, 2026 @ 09:26:08.000",Rebel,rori,gcw_region_rori_6,Factional base control,21,1.25,191072889645
"Mar 27, 2026 @ 09:26:11.000",Rebel,rori,gcw_region_rori_2,Factional base control,21,1.25,191072813601
"Mar 27, 2026 @ 09:26:15.000",Rebel,lok,gcw_region_lok_5,Factional base control,26,1,191055747742
"Mar 27, 2026 @ 09:26:17.000",Rebel,rori,gcw_region_rori_7,Factional base control,21,1.25,191004788194
"Mar 27, 2026 @ 09:26:30.000",Rebel,rori,gcw_region_rori_3,Factional base control,21,1.3,190767246345
"Mar 27, 2026 @ 09:26:36.000",Rebel,lok,gcw_region_lok_8,Factional base control,26,1,191040288282
"Mar 27, 2026 @ 09:31:41.000",Imperial,naboo,gcw_region_naboo_14,participating in a PvE Space Battle,750,1,191269761421
"Mar 27, 2026 @ 09:31:41.000",Imperial,naboo,gcw_region_naboo_14,winning a PvE Space Battle,500,1,191269761421
"Mar 27, 2026 @ 09:34:46.000",Rebel,lok,gcw_region_lok_9,Factional base control,34,1.3,191075008243
"Mar 27, 2026 @ 09:35:07.000",Rebel,rori,gcw_region_rori_5,Factional base control,21,1.3,191073153487
"Mar 27, 2026 @ 09:35:19.000",Rebel,lok,gcw_region_lok_3,Factional base control,26,1,191014229050
"Mar 27, 2026 @ 09:35:32.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,67112087126
"Mar 27, 2026 @ 09:35:43.000",Rebel,lok,gcw_region_lok_4,Factional base control,26,1,190993175379
